id,client_id,card_brand,card_number,expires,cvv,credit_limit,acct_open_date,year_pin_last_changed,days_since_last_trx,count_nonfraud_trx_L6M,amt_nonfraud_trx_L6M,count_fraud_trx_L6M,amt_fraud_trx_L6M
265,37,JCB,6845375674595536,02/2023,943,Rp0,01/2016,2016,604,,,,
266,1759,JCB,6451744848809895,10/2029,409,Rp19.299.000,01/2016,2016,28,156.0,Rp97.688.400,,
267,645,Mastercard,5097891088528736,09/2029,447,Rp9.190.000,01/2016,2017,604,,,,
268,223,Mastercard,5682154590913954,12/2026,9,Rp24.947.000,11/2012,2016,604,,,,
270,103,Mastercard,5593047322938366,02/2026,697,Rp23.571.000,01/2016,2016,14,56.0,Rp38.755.600,,
272,1229,Mastercard,5896034364726407,01/2029,588,Rp30.184.000,01/2016,2016,20,90.0,Rp55.890.300,,
273,940,Mastercard,5543612189896625,09/2030,0,Rp41.632.000,01/2016,2016,21,106.0,Rp75.643.800,,
274,1695,Mastercard,5322366368652292,06/2028,702,Rp32.695.000,01/2016,2016,16,39.0,Rp35.840.200,,
275,1501,Mastercard,5365244955303244,03/2026,523,Rp27.798.000,01/2016,2016,604,,,,
277,1730,Mastercard,5016922849464007,12/2026,869,Rp39.898.000,01/2016,2016,17,277.0,Rp100.296.900,,
278,1974,Mastercard,5805044569196975,01/2026,947,Rp23.841.000,01/2016,2016,604,,,,
279,155,Mastercard,5689609387142035,02/2027,393,Rp12.238.000,01/2016,2016,12,134.0,Rp47.161.000,,
280,267,Mastercard,"5,62564E+15",07/2029,310,Rp16.688.000,01/2016,2016,4,98.0,Rp42.621.900,,
281,708,Visa,4017261190134817,11/2029,877,Rp153.919.000,01/2016,2016,24,98.0,Rp323.604.500,,
282,1602,Visa,4698943729070491,09/2026,450,Rp10.355.000,01/2016,2018,5,150.0,Rp133.159.100,,
283,1378,Visa,"4,68679E+15",08/2027,648,Rp34.137.000,01/2016,2016,20,202.0,Rp92.262.100,2.0,Rp5.675.100
284,636,Visa,4071490746118665,07/2026,498,Rp18.917.000,01/2016,2023,20,51.0,-Rp2.343.100,,
285,196,Visa,4997594823384918,10/2027,0,Rp6.747.000,01/2016,2016,16,318.0,Rp209.430.200,2.0,Rp7.558.800
286,764,Visa,4127768354829504,04/2026,462,Rp25.275.000,01/2016,2016,3,201.0,Rp153.178.500,,
287,1345,Visa,4988009818611006,05/2027,45,Rp26.449.000,01/2016,2022,28,55.0,Rp26.831.900,,
288,272,Visa,4058050157220596,03/2026,102,Rp4.189.000,01/2016,2016,604,,,,
289,1788,Visa,4762069063483783,03/2029,474,Rp41.194.000,01/2016,2016,13,182.0,Rp55.187.600,,
291,1811,Visa,4077584980284629,12/2027,84,Rp12.271.000,01/2016,2019,23,129.0,Rp148.293.700,,
292,532,Visa,4092634167714573,04/2030,721,Rp40.667.000,01/2016,2016,604,,,,
293,321,Amex,324067922186663,07/2028,194,Rp5.178.000,01/2017,2017,7,96.0,Rp78.014.900,,
294,964,Amex,340045632784763,02/2026,218,Rp21.495.000,01/2017,2017,27,129.0,Rp100.258.100,,
296,1402,Mastercard,5190611696772114,05/2031,920,Rp39.696.000,01/2017,2017,604,,,,
297,1686,Mastercard,5422337679062478,02/2030,976,Rp75.317.000,01/2017,2017,13,374.0,Rp488.462.200,,
298,729,Mastercard,5279484044685392,04/2029,166,Rp27.920.000,01/2017,2017,13,127.0,Rp47.925.700,,
299,1797,Mastercard,5586398791957987,03/2028,828,Rp42.744.000,01/2017,2017,24,372.0,Rp265.468.800,,
300,1797,Mastercard,5535701151074664,02/2028,987,Rp25.542.000,01/2017,2017,1,346.0,Rp249.426.400,,
301,1116,Visa,"4,80855E+15",02/2027,921,Rp13.650.000,01/2017,2017,1,151.0,Rp193.204.300,,
302,854,Visa,4120824887309572,06/2029,110,Rp38.952.000,01/2017,2017,604,,,,
303,4,Visa,4980412921853275,04/2027,28,Rp43.179.000,01/2017,2017,11,204.0,Rp115.251.400,,
304,1039,Visa,4015655705133748,01/2026,144,Rp7.688.000,01/2017,2017,11,242.0,Rp194.389.200,,
305,198,Visa,4539993816741443,03/2029,11,Rp10.826.000,01/2017,2017,26,72.0,Rp78.741.200,,
307,80,Visa,4281238011673204,07/2031,240,Rp4.393.000,01/2017,2017,40,20.0,Rp6.008.800,,
308,1872,Visa,"4,65609E+15",01/2028,257,Rp36.558.000,01/2017,2017,31,106.0,Rp65.566.700,,
309,274,Amex,365377878162370,10/2029,964,Rp25.888.000,01/2018,2018,10,128.0,Rp137.688.800,,
310,1152,JCB,6994498161251218,04/2030,477,Rp11.297.000,01/2018,2018,604,,,,
311,826,Mastercard,5496405569223399,10/2028,30,Rp36.719.000,11/2014,2018,19,23.0,Rp22.461.200,1.0,Rp8.900
312,571,Mastercard,5611435574657615,02/2029,150,Rp20.427.000,01/2018,2018,19,266.0,Rp152.077.700,,
313,1652,Mastercard,5792572397689305,10/2030,358,Rp41.858.000,01/2018,2018,22,115.0,Rp59.694.600,,
314,1202,Mastercard,5905486726598062,04/2029,426,Rp318.000,10/2014,2018,70,2.0,Rp1.646.600,,
315,1366,Mastercard,5244253968518286,07/2030,684,Rp19.456.000,01/2018,2018,0,324.0,Rp170.722.100,,
316,1954,Mastercard,5544865210857672,12/2029,422,Rp33.354.000,07/2013,2018,6,47.0,Rp54.895.800,,
317,391,Mastercard,5396719740758943,08/2027,596,Rp36.325.000,01/2018,2018,24,43.0,Rp27.326.300,1.0,Rp2.541.800
318,1323,Visa,4498891346944005,02/2026,734,Rp13.650.000,01/2018,2018,16,188.0,Rp189.102.000,,
319,1727,Visa,4304585079155855,11/2027,340,Rp30.809.000,10/2013,2018,7,36.0,Rp13.190.500,,
320,706,Visa,4395042092797759,11/2029,115,Rp19.612.000,01/2018,2018,28,199.0,Rp203.706.500,,
321,1122,Visa,4001532089642118,01/2027,681,Rp50.319.000,01/2018,2018,604,,,,
322,868,Visa,4944959860713657,07/2028,21,Rp7.845.000,01/2018,2018,24,147.0,Rp184.513.900,,
323,260,Visa,4526531668861041,12/2027,422,Rp20.934.000,01/2018,2018,28,79.0,Rp58.387.500,,
324,1677,Visa,4051794996672546,10/2030,375,Rp3.766.000,01/2018,2018,27,156.0,Rp153.862.200,,
325,376,Visa,4846362912981071,06/2031,650,Rp14.435.000,03/2013,2018,60,5.0,Rp5.949.100,,
326,267,Visa,"4,77146E+15",01/2030,970,Rp20.226.000,10/2015,2018,12,30.0,Rp5.785.500,,
327,379,Amex,354813103334804,06/2027,527,Rp13.180.000,01/2019,2019,16,254.0,Rp119.120.200,,
328,1950,Mastercard,5963981612717511,10/2028,871,Rp1.883.000,01/2019,2019,604,,,,
329,974,Mastercard,5998212515012584,08/2026,214,Rp17.102.000,01/2019,2019,604,,,,
330,1316,Mastercard,5242129479868764,11/2030,288,Rp7.374.000,01/2019,2019,604,,,,
332,495,Mastercard,5678554364408518,04/2030,255,Rp18.044.000,07/2017,2019,604,,,,
333,628,Mastercard,5614906039254489,10/2027,288,Rp74.030.000,01/2019,2019,2,207.0,Rp263.535.900,,
334,684,Visa,4439425587555219,10/2028,568,Rp32.588.000,03/2015,2019,53,5.0,Rp18.400,,
335,1095,Visa,4476982543719366,08/2028,789,Rp23.783.000,01/2019,2019,25,52.0,Rp32.035.000,,
336,534,Visa,4357162101921894,04/2030,602,Rp51.242.000,01/2019,2019,1,232.0,Rp193.778.300,1.0,Rp691.500
337,1589,Visa,4939717188461311,10/2029,395,Rp18.690.000,01/2019,2019,15,125.0,Rp87.090.400,1.0,Rp1.166.100
338,1071,Visa,4177638630189991,11/2026,393,Rp48.752.000,01/2019,2019,604,,,,
339,1585,Visa,4915076647608173,08/2029,63,Rp23.077.000,01/2019,2019,5,190.0,Rp86.963.300,,
340,814,Visa,4458593801378188,07/2030,713,Rp11.611.000,01/2019,2019,19,45.0,Rp58.505.600,,
342,1028,Amex,355983307821258,10/2029,647,Rp22.907.000,01/2020,2020,18,76.0,Rp161.285.300,,
343,583,Amex,345109128105029,02/2030,963,Rp21.809.000,01/2020,2020,20,68.0,Rp36.354.700,,
344,1775,Mastercard,5309940542589432,02/2026,924,Rp26.988.000,01/2020,2020,21,773.0,Rp439.063.900,,
345,1004,Mastercard,5109749812856637,11/2028,246,Rp27.100.000,08/2015,2020,604,,,,
346,657,Mastercard,5507324126094429,02/2027,373,Rp24.054.000,01/2020,2020,21,101.0,Rp49.056.900,,
349,121,Mastercard,"5,34601E+15",12/2027,389,Rp15.690.000,01/2020,2020,24,102.0,Rp87.831.600,,
350,797,Visa,4627972690876314,06/2027,920,Rp32.602.000,01/2020,2020,31,17.0,Rp4.404.000,,
351,449,Visa,4003397958786978,05/2027,994,Rp33.881.000,01/2020,2020,25,39.0,Rp14.422.900,,
352,1544,Amex,391180215396039,02/2028,329,Rp6.904.000,01/2021,2021,8,96.0,Rp129.332.100,,
353,335,Mastercard,5039380212110238,07/2026,830,Rp53.950.000,01/2021,2021,4,109.0,Rp90.594.600,,
354,890,Mastercard,5029029711457489,09/2029,75,Rp30.710.000,01/2021,2021,10,124.0,Rp53.503.600,,
355,1221,Mastercard,5911728602130706,03/2026,650,Rp23.366.000,01/2021,2021,15,168.0,Rp59.675.200,1.0,Rp1.886.400
356,1829,Mastercard,5993983094110299,01/2027,784,Rp31.198.000,01/2021,2021,604,,,,
357,1730,Mastercard,5618794869367731,02/2027,271,Rp26.555.000,01/2021,2021,7,87.0,Rp24.953.000,,
358,259,Visa,4820068957704858,05/2029,694,Rp33.920.000,01/2021,2021,604,,,,
359,1881,Visa,4584347378978298,03/2027,249,Rp29.102.000,01/2021,2021,0,86.0,Rp13.833.300,,
360,1662,Mastercard,5243874409265567,01/2027,702,Rp32.081.000,01/2022,2022,9,76.0,Rp80.080.700,,
361,96,Visa,4304215035213802,10/2026,370,Rp38.127.000,10/2020,2022,29,95.0,Rp137.910.900,,
362,1118,Visa,4833091752929426,06/2029,461,Rp26.830.000,01/2022,2022,20,91.0,Rp203.536.000,,
363,1717,Visa,4515082319612545,02/2026,194,Rp25.000.000,02/2020,2022,21,99.0,Rp79.726.900,,
364,1282,Visa,4470396121935962,11/2029,109,Rp20.700.000,01/2022,2022,21,65.0,Rp34.553.700,,
365,701,Amex,302701760602871,09/2025,163,Rp18.514.000,09/2019,2023,604,,,,
366,878,Amex,314664594016772,05/2029,957,Rp8.473.000,01/2023,2023,604,,,,
367,1789,Mastercard,5969880085380237,03/2030,832,Rp19.713.000,01/2023,2023,25,53.0,Rp30.967.500,,
368,1522,Mastercard,5856087823647751,02/2026,101,Rp17.573.000,02/2020,2023,604,,,,
369,575,Mastercard,5313945757861658,11/2029,764,Rp39.415.000,09/2018,2023,89,2.0,Rp1.119.500,,
371,368,Mastercard,5892815616421272,02/2026,831,Rp34.725.000,02/2020,2023,22,67.0,Rp32.953.700,,
372,944,Mastercard,5795522328185876,05/2026,134,Rp113.398.000,05/2020,2023,24,22.0,Rp17.583.800,1.0,Rp157.400
373,987,Mastercard,5920175797699651,08/2027,420,Rp34.494.000,08/2021,2023,28,72.0,Rp50.556.800,,
374,1115,Visa,"4,90641E+15",02/2029,579,Rp15.566.000,01/2023,2023,36,40.0,Rp33.380.000,,
375,1769,Visa,4214195908881404,10/2029,598,Rp15.533.000,01/2023,2023,13,28.0,Rp15.726.400,,
376,20,Visa,4812182592435267,02/2028,213,Rp20.397.000,01/2023,2023,33,13.0,Rp4.682.300,,
377,1759,Visa,4056761456617104,06/2029,343,Rp24.748.000,01/2023,2023,24,38.0,Rp15.047.300,,
378,1301,Mastercard,"5,03633E+15",08/2027,627,Rp30.705.000,08/2021,2024,33,15.0,Rp3.475.000,,
379,119,Mastercard,5138208680850055,09/2026,400,Rp32.665.000,09/2020,2024,11,20.0,Rp10.685.900,,
380,1576,Mastercard,"5,11363E+15",08/2030,601,Rp29.323.000,01/2024,2024,4,15.0,Rp13.186.100,,
381,1635,Mastercard,5683839446492033,04/2029,587,Rp33.630.000,01/2024,2024,17,15.0,Rp517.700,,
382,1008,Mastercard,5036845153057903,12/2030,88,Rp24.015.000,01/2024,2024,26,13.0,Rp2.474.500,,
383,1178,Visa,4804338444306727,01/2028,279,Rp25.805.000,01/2022,2024,604,,,,
384,1223,Visa,4025546651211985,02/2030,741,Rp101.378.000,01/2024,2024,24,18.0,Rp38.741.800,,
385,207,Visa,4612008256325596,09/2028,929,Rp9.100.000,09/2022,2024,35,5.0,Rp2.154.800,,
386,1229,Visa,4387900091455994,03/2026,509,Rp28.170.000,03/2020,2024,54,8.0,Rp6.964.700,,
387,811,Amex,399966116933253,01/2030,343,Rp38.284.000,01/2025,2025,604,,,,
388,1134,Amex,324640473359364,03/2030,659,Rp11.297.000,01/2025,2025,604,,,,
389,749,Amex,363305614201313,09/2029,943,Rp8.786.000,09/2023,2025,604,,,,
390,1301,Amex,308100975355379,04/2030,881,Rp29.811.000,01/2025,2025,604,,,,
391,66,Amex,306900138857551,06/2026,741,Rp22.437.000,06/2020,2025,604,,,,
392,1133,Amex,364782097416183,09/2030,787,Rp21.182.000,01/2025,2025,604,,,,
393,423,Amex,380507615759333,07/2027,194,Rp17.887.000,07/2021,2025,604,,,,
394,1149,Amex,325863166103877,01/2026,936,Rp21.652.000,01/2020,2025,604,,,,
395,829,Amex,336470004427582,04/2028,487,Rp12.081.000,04/2022,2025,604,,,,
396,1111,Amex,396462574931667,01/2027,620,Rp13.180.000,01/2021,2025,604,,,,
397,63,Amex,356226851008135,01/2026,792,Rp10.355.000,01/2020,2025,604,,,,
398,610,Amex,394664650626942,01/2026,643,Rp23.692.000,01/2020,2025,604,,,,
399,1795,Amex,392063695403858,01/2030,497,Rp2.667.000,01/2025,2025,604,,,,
400,1063,Amex,321238694524282,11/2028,959,Rp19.612.000,11/2022,2025,604,,,,
401,1040,Amex,373001607540829,07/2026,141,Rp25.732.000,07/2020,2025,604,,,,
402,1647,Amex,393079452928936,03/2030,826,Rp12.552.000,01/2025,2025,604,,,,
403,1013,Amex,330378740053511,06/2026,959,Rp20.083.000,06/2020,2025,604,,,,
404,1081,Amex,308645722065737,06/2027,218,Rp33.263.000,06/2021,2025,604,,,,
405,1125,Amex,394025181428995,09/2026,465,Rp36.244.000,09/2020,2025,604,,,,
406,1020,Amex,375947824371679,05/2030,928,Rp18.828.000,01/2025,2025,604,,,,
407,1337,Amex,372011647566495,12/2028,533,Rp15.062.000,12/2022,2025,604,,,,
408,1038,Amex,335883869377870,05/2030,701,Rp13.807.000,01/2025,2025,604,,,,
409,761,Amex,318070021444265,12/2028,160,Rp13.807.000,12/2022,2025,604,,,,
410,1706,Amex,348111868266561,09/2027,246,Rp11.454.000,09/2021,2025,604,,,,
411,531,Amex,334781877942824,09/2029,660,Rp10.512.000,09/2023,2025,604,,,,
412,1556,Amex,384780807062464,02/2026,476,Rp17.573.000,02/2020,2025,604,,,,
413,155,Amex,304990666285186,02/2029,972,Rp10.198.000,02/2023,2025,604,,,,
414,231,Amex,310400555625656,02/2026,226,Rp7.374.000,02/2020,2025,604,,,,
415,1400,Amex,383475654382335,05/2030,835,Rp9.571.000,01/2025,2025,604,,,,
416,614,Amex,376263258046959,02/2026,498,Rp21.495.000,02/2020,2025,604,,,,
417,8,Amex,366949625918264,07/2028,960,Rp20.240.000,07/2022,2025,604,,,,
418,8,Amex,351563977299905,04/2028,915,Rp20.083.000,04/2022,2025,604,,,,
419,1545,Amex,349828182407923,01/2026,939,Rp8.943.000,01/2020,2025,604,,,,
420,121,Amex,378254419416636,08/2026,484,Rp16.788.000,08/2020,2025,604,,,,
421,429,JCB,6377595394803324,07/2026,675,Rp31.223.000,07/2020,2025,604,,,,
422,1938,JCB,6177503172021506,05/2030,97,Rp5.335.000,01/2025,2025,604,,,,
423,1775,JCB,6108413838069051,08/2027,894,Rp13.023.000,08/2021,2025,604,,,,
424,147,JCB,6837183865208677,01/2026,482,Rp29.968.000,01/2020,2025,604,,,,
425,936,JCB,6575727919683836,03/2028,371,Rp14.749.000,03/2022,2025,604,,,,
426,1304,JCB,6262934801438359,06/2027,565,Rp27.458.000,06/2021,2025,604,,,,
427,562,JCB,6491563889949652,02/2029,834,Rp11.297.000,02/2023,2025,604,,,,
428,407,JCB,6747626667389446,02/2026,65,Rp22.437.000,02/2020,2025,604,,,,
429,610,JCB,6177133816659183,01/2026,302,Rp7.060.000,01/2020,2025,604,,,,
430,949,JCB,6667487813805784,12/2026,869,Rp32.478.000,12/2020,2025,604,,,,
431,351,JCB,6553992478482052,01/2026,897,Rp4.236.000,01/2020,2025,604,,,,
432,225,JCB,6544507337530475,09/2029,953,Rp26.045.000,09/2023,2025,604,,,,
433,239,JCB,6640823761249853,01/2026,41,Rp21.652.000,01/2020,2025,604,,,,
434,418,JCB,"6,03702E+15",03/2030,945,Rp28.399.000,01/2025,2025,604,,,,
435,574,JCB,6741482633639648,04/2026,360,Rp16.474.000,04/2020,2025,604,,,,
436,1316,JCB,6193476799412108,02/2026,669,Rp13.650.000,02/2020,2025,604,,,,
437,1831,JCB,6125317256925478,10/2029,681,Rp17.416.000,10/2023,2025,604,,,,
438,77,JCB,6402388690714912,04/2026,731,Rp14.592.000,04/2020,2025,604,,,,
439,588,JCB,6209823400357197,01/2026,916,Rp18.828.000,01/2020,2025,604,,,,
440,153,Mastercard,5456808094753905,02/2026,217,Rp32.106.000,02/2020,2025,604,,,,
441,777,Mastercard,5278075482033392,04/2029,437,Rp121.185.000,04/2023,2025,604,,,,
442,877,Mastercard,5048151330736425,02/2026,931,Rp15.232.000,02/2020,2025,604,,,,
444,811,Mastercard,5064137987234665,02/2026,599,Rp84.018.000,02/2020,2025,604,,,,
445,838,Mastercard,5193780952753626,01/2027,591,Rp21.652.000,01/2021,2025,604,,,,
446,1938,Mastercard,5099614207935768,11/2026,856,Rp4.500.000,11/2020,2025,604,,,,
447,713,Mastercard,5169705466479218,03/2026,66,Rp2.725.000,03/2020,2025,604,,,,
448,1631,Mastercard,5298079382002761,11/2027,989,Rp27.458.000,11/2021,2025,604,,,,
449,290,Mastercard,5843714671989158,01/2026,533,Rp79.886.000,01/2020,2025,604,,,,
450,800,Mastercard,5198251438400161,05/2027,789,Rp24.406.000,05/2021,2025,604,,,,
451,1734,Mastercard,5945680972992846,01/2026,843,Rp61.681.000,01/2020,2025,604,,,,
452,1399,Mastercard,5849554532579598,05/2027,767,Rp22.429.000,05/2021,2025,604,,,,
453,1033,Mastercard,5407870927189092,10/2030,228,Rp23.278.000,01/2025,2025,604,,,,
454,1033,Mastercard,5089025651729124,07/2030,464,Rp21.922.000,01/2025,2025,604,,,,
455,431,Mastercard,5155446517379011,05/2026,719,Rp25.926.000,05/2020,2025,604,,,,
456,431,Mastercard,5831064486667385,01/2026,570,Rp46.326.000,01/2020,2025,604,,,,
458,1943,Mastercard,5394718113711366,02/2026,16,Rp53.633.000,02/2020,2025,604,,,,
459,1159,Mastercard,5753359093924163,09/2030,795,Rp35.806.000,01/2025,2025,604,,,,
460,1159,Mastercard,5786593463189278,08/2030,58,Rp25.622.000,01/2025,2025,604,,,,
461,593,Mastercard,5659013286075924,02/2026,777,Rp12.081.000,02/2020,2025,604,,,,
462,417,Mastercard,5229402459571307,01/2026,704,Rp4.707.000,01/2020,2025,604,,,,
463,306,Mastercard,5540073375174446,05/2030,684,Rp45.294.000,01/2025,2025,604,,,,
464,306,Mastercard,5289314952826819,02/2027,998,Rp81.331.000,02/2021,2025,604,,,,
465,352,Mastercard,5168144985829715,01/2026,454,Rp28.385.000,01/2020,2025,604,,,,
466,352,Mastercard,5081154452848669,12/2028,211,Rp22.772.000,12/2022,2025,604,,,,
467,1745,Mastercard,5504969419405753,03/2028,907,Rp55.646.000,03/2022,2025,604,,,,
468,299,Mastercard,5692291424544263,12/2030,696,Rp18.874.000,01/2025,2025,604,,,,
469,820,Mastercard,5634478684634263,10/2027,490,Rp17.416.000,10/2021,2025,604,,,,
472,1061,Mastercard,5178825671566748,02/2026,674,Rp24.097.000,02/2020,2025,604,,,,
473,824,Mastercard,5393478219521011,07/2026,98,Rp3.044.000,07/2020,2025,604,,,,
474,963,Mastercard,5144733341253778,05/2029,686,Rp33.115.000,05/2023,2025,604,,,,
475,904,Mastercard,"5,95222E+15",08/2026,821,Rp8.786.000,08/2020,2025,604,,,,
476,1804,Mastercard,5979460179212685,10/2028,565,Rp15.665.000,10/2022,2025,604,,,,
477,12,Mastercard,5108476679203457,02/2026,101,Rp15.781.000,02/2020,2025,604,,,,
478,1792,Mastercard,5988371080858837,01/2028,648,Rp28.706.000,01/2022,2025,604,,,,
479,1323,Mastercard,5054119105173352,07/2030,774,Rp18.911.000,01/2025,2025,604,,,,
480,934,Mastercard,5949121295863245,02/2026,399,Rp3.224.000,02/2020,2025,604,,,,
481,1402,Mastercard,5573456051575888,09/2030,515,Rp49.965.000,01/2025,2025,604,,,,
482,1650,Mastercard,"5,79956E+15",01/2026,461,Rp11.749.000,01/2020,2025,604,,,,
483,1650,Mastercard,5656952388282689,07/2027,589,Rp16.004.000,07/2021,2025,604,,,,
484,1457,Mastercard,5478474703672399,05/2026,881,Rp24.614.000,05/2020,2025,604,,,,
485,945,Mastercard,5584035369803224,04/2027,410,Rp18.671.000,04/2021,2025,604,,,,
486,1576,Mastercard,5408716058769165,07/2028,404,Rp23.791.000,07/2022,2025,604,,,,
487,1424,Mastercard,5004994096233324,03/2026,489,Rp15.623.000,03/2020,2025,604,,,,
489,1591,Mastercard,"5,59691E+15",04/2026,708,Rp26.387.000,04/2020,2025,604,,,,
490,817,Mastercard,5778485837801732,08/2027,852,Rp50.627.000,08/2021,2025,604,,,,
491,817,Mastercard,5517971919199348,09/2027,792,Rp48.121.000,09/2021,2025,604,,,,
493,1658,Mastercard,5875716871084903,01/2026,798,Rp19.826.000,01/2020,2025,604,,,,
494,1255,Mastercard,5826930335951624,06/2029,803,Rp15.334.000,06/2023,2025,604,,,,
495,85,Mastercard,5335622486722965,10/2029,617,Rp15.616.000,10/2023,2025,604,,,,
496,875,Mastercard,5942817121899547,08/2028,408,Rp32.637.000,08/2022,2025,604,,,,
498,422,Mastercard,5649118777959741,05/2028,123,Rp10.198.000,05/2022,2025,604,,,,
499,936,Mastercard,5193598337004774,08/2026,655,Rp30.390.000,08/2020,2025,604,,,,
500,258,Mastercard,5979251671199858,01/2026,949,Rp19.763.000,01/2020,2025,604,,,,
501,1978,Mastercard,"5,07013E+15",01/2026,795,Rp2.446.000,01/2020,2025,604,,,,
502,1976,Mastercard,5318581534984744,12/2027,914,Rp33.406.000,12/2021,2025,604,,,,
503,1887,Mastercard,5723992473008285,02/2026,298,Rp8.316.000,02/2020,2025,604,,,,
504,1887,Mastercard,5568613598314709,06/2028,926,Rp24.790.000,06/2022,2025,604,,,,
505,195,Mastercard,5809559236815243,01/2026,643,Rp41.138.000,01/2020,2025,604,,,,
506,874,Mastercard,5618927130201354,04/2026,47,Rp23.692.000,04/2020,2025,604,,,,
507,785,Mastercard,5182039113510183,12/2030,533,Rp24.163.000,01/2025,2025,604,,,,
508,685,Mastercard,5319381223326693,02/2026,205,Rp47.257.000,02/2020,2025,604,,,,
511,1776,Mastercard,5089550241614493,02/2026,625,Rp28.700.000,02/2020,2025,604,,,,
512,1524,Mastercard,5298405785595862,06/2028,451,Rp81.778.000,06/2022,2025,604,,,,
514,678,Mastercard,5845664736410406,09/2030,157,Rp17.658.000,01/2025,2025,604,,,,
515,1724,Mastercard,5820532728475057,07/2027,136,Rp27.716.000,07/2021,2025,604,,,,
516,158,Mastercard,5217920627763477,02/2026,902,Rp35.004.000,02/2020,2025,604,,,,
518,1108,Mastercard,5744439609691204,01/2026,662,Rp43.932.000,01/2020,2025,604,,,,
520,270,Mastercard,5778432883626952,01/2026,217,Rp43.130.000,01/2020,2025,604,,,,
521,1438,Mastercard,5219464488355605,09/2028,80,Rp12.186.000,09/2022,2025,604,,,,
523,829,Mastercard,5898279833645788,10/2029,139,Rp17.287.000,10/2023,2025,604,,,,
525,1160,Mastercard,5422957944601642,09/2030,948,Rp22.230.000,01/2025,2025,604,,,,
527,1465,Mastercard,5118544604271729,01/2029,774,Rp18.200.000,01/2023,2025,604,,,,
529,599,Mastercard,5040077771754434,01/2026,475,Rp114.330.000,01/2020,2025,604,,,,
530,1394,Mastercard,5610324213392857,10/2029,951,Rp28.277.000,10/2023,2025,604,,,,
531,310,Mastercard,5037135277339675,11/2027,719,Rp41.188.000,11/2021,2025,604,,,,
532,1239,Mastercard,5539431041002735,09/2030,932,Rp17.416.000,01/2025,2025,604,,,,
533,1691,Mastercard,5618482408174959,02/2026,793,Rp8.473.000,02/2020,2025,604,,,,
535,886,Mastercard,5283951994405151,01/2026,201,Rp31.366.000,01/2020,2025,604,,,,
537,786,Mastercard,5360341319255168,07/2030,985,Rp11.330.000,01/2025,2025,604,,,,
538,1886,Mastercard,5437743244958188,09/2028,676,Rp18.671.000,09/2022,2025,604,,,,
539,778,Mastercard,5103357334539485,09/2029,3,Rp24.939.000,09/2023,2025,604,,,,
540,1197,Mastercard,5083490519087277,01/2028,232,Rp58.056.000,01/2022,2025,604,,,,
542,1935,Mastercard,5708163356892632,01/2026,148,Rp37.210.000,01/2020,2025,604,,,,
543,268,Mastercard,5171844589281134,12/2029,998,Rp27.911.000,12/2023,2025,604,,,,
545,1494,Mastercard,5548555538116203,09/2030,20,Rp14.118.000,01/2025,2025,604,,,,
546,1139,Mastercard,5986665930699666,12/2027,654,Rp30.101.000,12/2021,2025,604,,,,
547,1174,Mastercard,5860197030769935,08/2030,281,Rp3.242.000,01/2025,2025,604,,,,
548,1005,Mastercard,5297814036761845,11/2026,436,Rp18.883.000,11/2020,2025,604,,,,
549,448,Mastercard,5114662442047901,02/2027,247,Rp11.297.000,02/2021,2025,604,,,,
550,1907,Mastercard,5873879871800491,09/2027,895,Rp8.943.000,09/2021,2025,604,,,,
551,1778,Mastercard,5640299040746333,08/2028,259,Rp21.742.000,08/2022,2025,604,,,,
552,243,Mastercard,5795511997395934,03/2029,987,Rp8.093.000,03/2023,2025,604,,,,
553,486,Mastercard,5961241054000885,02/2026,108,Rp46.559.000,02/2020,2025,604,,,,
